district,LOR,street,LOR_2021,year,month,hour,weekday,category,accident_kind,accident_type,light_condition,car,pedestrian,motorcycle,goods_vehicle,others,road_condition,LINREFX,LINREFY,XGCSWGS84,YGCSWGS84
11,11020514.0,,11200513.0,2020,10,19,2,3,1,5,2,1,0,0,0,0,1,804530.4624,5830788.115,13.49156325,52.54182667
6,6010101.0,,6100101.0,2020,10,11,5,2,0,1,0,0,0,0,0,0,0,792477.797,5820808.465,13.3055894,52.4589652
7,7070701.0,,7601442.0,2020,10,11,4,3,5,2,0,0,0,0,1,0,0,798709.7237,5816024.209,13.39276523,52.41270943
1,3071536.0,,3701556.0,2020,10,16,2,3,5,3,1,1,0,0,0,0,1,799080.2823,5829017.503,13.40984557,52.52897467
10,10010102.0,,10100104.0,2020,10,12,5,3,5,3,0,1,0,0,0,0,0,810027.5514,5833616.144,13.57500293,52.56407029
4,4051655.0,,4501153.0,2020,10,15,5,3,5,2,0,1,0,0,0,0,0,794169.4052,5823922.268,13.33316061,52.48597105
4,4041344.0,,4400835.0,2020,10,15,2,3,5,2,0,1,0,0,0,0,0,793348.71,5822268.657,13.31965426,52.47158859
8,8010301.0,,8100312.0,2020,10,10,5,3,5,2,0,0,0,0,0,0,0,801696.5742,5824226.696,13.44395475,52.48459258
12,12304314.0,,12500824.0,2020,10,20,4,3,1,5,2,1,0,0,0,0,1,791336.8619,5835534.813,13.30174707,52.59159456
4,4030827.0,,4300623.0,2020,10,16,2,2,0,6,0,1,0,0,0,0,1,792414.1302,5826160.884,13.30935001,52.50698267
9,9051701.0,,9501736.0,2020,10,7,5,3,5,3,1,1,0,0,0,0,1,813013.5901,5821425.301,13.60745002,52.45311944
3,3040614.0,,3400721.0,2020,10,15,4,3,0,3,0,1,0,0,0,0,1,798056.7735,5833451.59,13.39878248,52.56928078
11,11051229.0,,11501238.0,2020,10,9,4,2,5,2,0,0,0,0,1,0,0,803700.4456,5826249.524,13.47521791,52.50161188
6,6030503.0,,6300526.0,2020,10,12,2,3,5,3,0,1,0,0,0,0,0,789359.0968,5817800.744,13.25721204,52.43365993
2,2010102.0,,2100103.0,2020,10,9,3,2,5,2,0,0,0,0,1,0,0,798684.189,5826450.105,13.40171911,52.50617868
1,1022101.0,,1200517.0,2020,10,9,5,3,1,5,0,1,0,0,0,0,0,793178.8858,5828287.489,13.32245946,52.52563637
2,2030302.0,,2300315.0,2020,10,19,3,3,5,2,2,1,0,0,0,0,1,800404.2607,5825784.459,13.42638539,52.49926792
11,11040926.0,,11400931.0,2020,10,9,5,3,0,7,0,0,0,0,0,1,0,805844.6058,5827143.516,13.50752883,52.50842667
2,2010102.0,,2100102.0,2020,10,17,6,3,3,6,0,1,0,0,0,0,0,798217.3689,5825851.751,13.39432566,52.50107056
2,2020205.0,,2200211.0,2020,10,18,1,3,0,1,1,0,0,0,0,0,0,797862.5906,5824587.576,13.3879842,52.4899325
10,10040933.0,,10400941.0,2020,10,18,2,3,4,5,1,1,0,0,0,0,1,813563.6148,5826217.777,13.62002278,52.49574972
1,1011201.0,,1100205.0,2020,10,19,5,2,5,2,2,1,0,0,0,0,0,797573.1612,5826520.109,13.38546063,52.5074133
2,2010102.0,,2100102.0,2020,10,18,7,3,5,2,1,1,0,0,0,0,0,798328.5879,5825628.209,13.39575902,52.499006
4,4020312.0,,4200308.0,2020,10,18,5,2,5,3,1,1,0,0,0,0,0,789629.9155,5827415.461,13.26953494,52.51971546
1,1011201.0,,1100207.0,2020,10,12,4,3,5,3,0,1,0,0,0,0,1,797895.4469,5826569.784,13.39023961,52.50768269
1,1022206.0,,1200628.0,2020,10,8,5,3,1,5,0,1,0,0,0,0,0,796013.021,5828138.104,13.36398025,52.5227659
9,9020701.0,,9200715.0,2020,10,6,4,3,5,3,1,1,0,0,0,0,0,808194.6179,5819624.748,13.53509874,52.43972091
12,12103115.0,,12100103.0,2020,10,14,4,2,0,2,0,0,0,0,1,0,1,795474.9155,5833411.749,13.36076391,52.57033124
7,7040404.0,,7400826.0,2020,10,17,2,3,1,7,0,1,0,0,0,0,0,797241.8325,5820415.09,13.37515068,52.45286872
2,2050802.0,,2500834.0,2020,10,18,5,3,5,3,0,1,0,0,0,0,0,802013.2525,5826919.051,13.45104511,52.50854929
3,3040614.0,,3400721.0,2020,10,7,5,3,5,3,0,0,0,0,0,0,0,798244.3848,5833440.135,13.40153211,52.56907534
12,12214424.0,,12200309.0,2020,10,7,5,3,5,2,0,1,0,0,0,0,0,793116.6017,5832638.118,13.32538341,52.56467115
10,10010310.0,,10100315.0,2020,10,9,4,2,5,2,0,1,0,0,0,0,0,809758.3033,5831511.142,13.56907939,52.54535956
6,6020302.0,,6200312.0,2020,10,11,2,3,5,3,0,1,0,0,0,0,0,794324.9003,5819194.119,13.331274,52.44350166
12,12103115.0,,12100103.0,2020,9,19,4,3,1,5,1,1,0,0,0,0,0,795368.6421,5833926.313,13.35965874,52.5750015
1,1044202.0,,1401046.0,2020,9,13,4,3,5,2,0,1,0,0,0,0,0,794899.575,5830225.226,13.34946839,52.5420787
2,2030301.0,,2300417.0,2020,10,19,7,3,0,7,2,0,0,0,0,0,0,800005.0133,5825464.854,13.42023374,52.49662279
9,9010401.0,,9100407.0,2020,10,18,5,3,5,2,2,1,0,0,0,0,1,806322.9286,5820936.523,13.50885229,52.45252914
2,2030401.0,,2300418.0,2020,10,9,2,3,5,3,0,0,0,0,0,0,0,801290.4725,5825361.52,13.43901844,52.49498849
4,4041136.0,,4400728.0,2020,9,14,4,3,3,6,0,1,0,0,0,0,0,790225.4,5822870.735,13.27432619,52.47865474
6,6030504.0,,6300528.0,2020,10,11,7,3,5,2,0,1,0,0,0,0,0,790624.7585,5816339.785,13.27450753,52.41989104
4,4030621.0,,4300620.0,2020,9,7,4,3,0,2,0,1,0,0,0,0,0,794162.0126,5827015.687,13.33578441,52.51370586
2,2020203.0,,2200209.0,2020,10,8,2,3,5,2,0,1,0,0,0,0,0,797769.4175,5824598.114,13.3866254,52.49007779
2,2030302.0,,2300316.0,2020,9,6,4,3,5,7,1,1,0,0,0,0,0,801620.918,5826052.6,13.44449691,52.50100023
3,3020209.0,,3200206.0,2020,10,15,4,3,2,6,0,0,0,0,0,0,1,797924.8857,5835002.68,13.39823609,52.58325631
4,4041344.0,,4400835.0,2020,10,19,3,3,0,5,2,1,0,0,0,0,1,793354.9906,5822866.163,13.32027199,52.47694165
12,12304313.0,,12500825.0,2020,9,7,4,3,7,7,0,0,0,0,0,0,0,791164.3852,5834718.337,13.29849061,52.58436742
1,1011303.0,,1100310.0,2020,10,14,6,3,0,2,0,0,0,0,0,1,0,799142.9104,5828309.114,13.41012878,52.52259066
7,7020202.0,,7200308.0,2020,10,8,2,3,5,2,0,0,0,0,0,0,0,795005.3509,5823815.944,13.34534171,52.4845669
1,1011304.0,,1100311.0,2020,9,17,4,3,3,6,0,1,0,0,0,0,0,799668.1904,5827917.883,13.41749529,52.51879546
4,4051447.0,,4501044.0,2020,9,14,4,3,5,2,0,1,0,0,0,0,0,793197.2008,5824987.291,13.31982132,52.49604158
6,6040810.0,,6400844.0,2020,10,7,3,2,5,3,0,1,0,0,0,0,0,790742.2163,5820755.324,13.28007114,52.45941489
6,6020410.0,,6200422.0,2020,10,13,1,3,4,6,0,1,0,0,0,0,0,793850.4514,5816736.631,13.32215381,52.42172621
4,4020310.0,,4200308.0,2020,10,17,1,3,1,5,0,1,0,0,0,0,0,790365.5359,5827349.702,13.28028873,52.51873472
1,1011301.0,,1100308.0,2020,10,20,6,3,3,6,2,0,0,0,0,0,0,796911.6451,5828893.151,13.37786045,52.52904548
4,4030724.0,,4300415.0,2020,10,8,2,3,0,7,0,0,0,0,0,0,0,791036.0465,5826342.166,13.28926146,52.50934477
11,11030618.0,,11300618.0,2020,9,20,4,2,6,4,1,1,1,0,0,0,0,802524.4629,5829068.522,13.46050907,52.52753159
2,2020206.0,,2200213.0,2020,9,19,4,3,6,4,2,0,1,0,0,0,0,800275.1466,5824575.075,13.42339908,52.4884988
3,3051022.0,,3501038.0,2020,10,17,7,3,2,2,0,1,0,0,0,0,0,803017.1188,5832020.323,13.47044101,52.55371431
4,4041344.0,,4400835.0,2020,10,7,2,3,5,2,0,1,0,0,0,0,0,793348.242,5822268.173,13.31964697,52.47158449
2,2050802.0,,2500833.0,2020,10,7,2,3,0,1,0,0,0,0,0,0,0,802521.6227,5827271.713,13.45883333,52.51142852
4,4041137.0,,4400727.0,2020,10,13,1,3,5,2,0,1,0,0,0,0,0,791185.4076,5823236.655,13.28874143,52.48142419
1,1033203.0,,1300836.0,2020,10,21,7,3,6,4,2,0,1,0,0,0,0,796439.2845,5830837.037,13.37265185,52.54672746
7,7050501.0,,7501029.0,2020,9,18,4,3,0,3,1,1,0,0,0,0,0,797627.9645,5819460.229,13.37996544,52.44409926
6,6010208.0,,6100208.0,2020,10,17,6,3,0,3,0,1,0,0,0,0,0,794160.9189,5820819.624,13.33029998,52.45816188
4,4020208.0,,4200206.0,2020,9,18,4,3,2,2,0,1,0,0,0,0,0,786239.8762,5826006.485,13.21849721,52.50887299
1,1011304.0,,1100311.0,2020,10,8,4,3,5,2,0,1,0,0,0,0,0,799707.8833,5827834.068,13.41800302,52.51802239
3,3061126.0,,3601141.0,2020,10,0,2,3,0,7,2,1,0,0,0,0,0,799098.9473,5831778.594,13.41260564,52.55371339
7,7030301.0,,7300516.0,2020,10,15,1,3,1,5,0,1,0,0,0,0,0,793695.3795,5822145.838,13.32463517,52.47030128
11,11030721.0,,11300725.0,2020,9,16,4,2,0,1,0,0,0,0,0,0,0,805212.7854,5828158.938,13.49917957,52.51788117
5,5020523.0,,5200527.0,2020,10,6,4,2,5,2,1,1,0,0,0,0,0,783131.7164,5827434.547,13.17403838,52.52329956
6,6020409.0,,6200421.0,2020,10,10,7,3,0,1,0,0,0,0,0,0,0,793240.2788,5817306.7,13.31370635,52.42716408
8,8010118.0,,8100104.0,2020,10,15,1,3,5,2,0,1,0,0,0,0,0,800232.7865,5822347.041,13.42077107,52.46855124
3,3040614.0,,3400721.0,2020,9,16,4,2,5,3,0,1,0,0,0,0,0,797776.4138,5832954.358,13.39421177,52.56497721
4,4041135.0,,4400729.0,2020,10,14,1,3,5,7,0,1,0,0,0,0,0,790540.0791,5822381.22,13.27852016,52.47409884
4,4030725.0,,4300416.0,2020,10,15,4,3,0,1,0,0,0,0,0,0,1,791487.6347,5826007.577,13.29560363,52.5061041
9,9041501.0,,9401534.0,2020,10,16,4,3,5,3,0,1,0,0,0,0,1,811257.1211,5820189.249,13.58053377,52.44304545
1,1011301.0,,1100308.0,2020,10,18,5,3,5,2,1,1,0,0,0,0,1,797458.2345,5828308.916,13.38537146,52.52351054
4,4051446.0,,4501043.0,2020,10,13,3,3,2,2,0,1,0,0,0,0,0,792873.0765,5824330.873,13.31448352,52.49033101
1,1011203.0,,1100206.0,2020,9,14,4,3,6,4,0,0,1,0,0,0,0,797809.9351,5827456.153,13.38977655,52.51567459
1,1022206.0,,1200628.0,2020,10,18,4,3,5,3,0,0,0,1,0,0,1,795921.8489,5828332.063,13.36281296,52.52455405
12,12103219.0,,12100204.0,2020,9,14,4,2,5,2,0,1,0,0,0,0,0,795045.6779,5832466.891,13.35360857,52.56209425
8,8010301.0,,8100312.0,2020,10,2,1,2,1,5,2,1,0,0,0,0,0,800884.5888,5824281.514,13.4320827,52.48553198
3,3051022.0,,3501038.0,2020,9,14,4,3,0,5,0,1,0,0,0,0,0,802924.9044,5831846.468,13.46892644,52.55220738
2,2050801.0,,2500831.0,2020,10,18,6,3,5,3,1,1,0,0,0,0,0,803271.5185,5827427.175,13.46999112,52.51240551
5,5030730.0,,5300736.0,2020,10,14,4,3,2,7,0,0,0,0,0,1,1,786459.1632,5829774.313,13.22496538,52.54253917
11,11010309.0,,11100308.0,2020,10,10,6,3,1,5,0,1,0,0,0,0,0,804454.7243,5833687.404,13.49310885,52.56785379
9,9051801.0,,9501838.0,2020,10,18,6,2,5,3,1,1,0,0,0,0,1,819248.6513,5819963.275,13.69749939,52.43641428
8,8010509.0,,8100521.0,2020,10,13,5,3,2,2,0,1,0,0,0,0,1,803866.6071,5822072.722,13.47385129,52.46408364
5,5030731.0,,5300737.0,2020,10,7,2,3,0,1,0,0,0,0,0,0,0,787974.3608,5830393.45,13.24778315,52.54729127
3,3050919.0,,3500932.0,2020,10,9,6,3,5,2,0,1,0,0,0,0,1,802062.355,5832778.15,13.45709134,52.56103697
12,12231102.0,,12400721.0,2020,10,9,6,3,1,5,0,1,0,0,0,0,1,791126.0822,5840527.429,13.30303819,52.63646463
1,1011401.0,,1100415.0,2020,10,11,7,2,0,1,0,0,0,0,0,0,0,798370.6338,5829273.982,13.39964578,52.53166253
1,1044203.0,,1401049.0,2020,10,15,7,3,5,2,0,1,0,0,0,0,0,796010.656,5831416.113,13.3668655,52.55215135
1,1033102.0,,1300733.0,2020,10,18,6,3,6,4,0,0,1,0,0,0,1,797868.4921,5831348.155,13.39412472,52.55052941
4,4030417.0,,4300414.0,2020,10,8,3,3,5,3,0,1,0,0,0,0,0,790845.7674,5826735.208,13.28680916,52.51296987
12,12103115.0,,12100103.0,2020,10,15,1,3,1,5,0,1,0,0,0,0,0,795730.1905,5833606.864,13.3646935,52.57194162
6,6020303.0,,6200313.0,2020,10,15,4,3,0,1,0,0,0,0,0,0,1,795301.3974,5818542.728,13.34502372,52.43713585
12,12301203.0,,12500930.0,2020,10,23,6,3,5,2,2,1,0,0,0,0,1,792875.0525,5835194.484,13.32408826,52.58771762
8,8010404.0,,8100416.0,2020,10,16,6,3,2,6,0,1,0,0,0,0,0,801738.5045,5823230.895,13.44366921,52.47564388
6,6040807.0,,6400841.0,2020,10,13,3,3,0,3,0,1,0,0,0,0,0,790011.9674,5819153.281,13.26796221,52.44544012
1,1022201.0,,1200623.0,2020,10,21,6,3,1,5,2,1,0,0,0,0,1,795739.8016,5829143.638,13.36085935,52.53192787
5,5010209.0,,5100211.0,2020,10,15,1,3,5,3,0,1,0,0,0,0,1,783246.0608,5830300.141,13.17816175,52.54893376
1,1011201.0,,1100205.0,2020,10,19,1,3,5,2,2,1,0,0,0,0,0,797470.5402,5826800.564,13.38420371,52.50998322
1,1011402.0,,1100416.0,2020,10,17,4,3,5,3,1,1,0,0,0,0,1,798593.9698,5829506.639,13.40313743,52.53362567
2,2020204.0,,2200210.0,2020,10,17,6,3,5,2,1,1,0,0,0,0,0,798699.8981,5824703.648,13.40038364,52.49051543
1,1033203.0,,1300836.0,2020,10,18,3,3,5,2,0,0,0,0,0,1,0,796300.4185,5830596.309,13.37039523,52.54464512
2,2050602.0,,2500728.0,2020,10,19,5,3,0,5,2,1,0,0,0,0,1,803143.0342,5828303.915,13.46890241,52.52033498
2,2030402.0,,2300419.0,2020,10,11,2,3,2,6,0,1,0,0,0,0,0,801964.1896,5825635.874,13.44916077,52.49707525
4,4030827.0,,4300623.0,2020,10,14,7,3,5,3,0,1,0,0,0,0,0,792409.8508,5826534.547,13.30961539,52.51033475
1,1022106.0,,1200522.0,2020,10,21,6,3,3,6,2,0,0,0,0,0,1,794316.503,5828366.164,13.33924929,52.5257287
8,8020620.0,,8200624.0,2020,10,12,3,3,5,2,0,1,0,0,0,0,0,801179.7727,5820596.768,13.43309053,52.45234175
12,12302110.0,,12601235.0,2020,10,6,2,3,5,2,1,1,0,0,0,0,0,794983.5747,5836326.817,13.35613,52.59672865
1,1022106.0,,1200522.0,2020,10,9,4,3,5,3,0,1,0,0,0,0,1,793716.9322,5827979.177,13.3300952,52.52258291
3,3040818.0,,3400829.0,2020,10,9,5,3,1,5,0,1,0,0,0,0,1,799479.4075,5832755.936,13.41908229,52.5622646
3,3040614.0,,3400721.0,2020,10,10,4,3,5,3,0,1,0,0,0,0,1,797776.274,5832954.221,13.39420959,52.56497606
12,12231101.0,,12400722.0,2020,10,19,7,3,1,5,2,1,0,0,0,0,0,791273.593,5838575.65,13.30349185,52.61888857
1,1033102.0,,1300733.0,2020,10,1,7,3,1,5,2,1,0,0,0,0,1,797943.2939,5831363.801,13.3952387,52.55062874
3,3061126.0,,3601141.0,2020,10,9,6,2,0,7,0,0,0,0,0,0,1,799026.7715,5831811.229,13.41157366,52.55404555
1,1044201.0,,1401045.0,2020,10,14,3,3,1,5,0,1,0,0,0,0,0,796599.1326,5831923.899,13.37597312,52.55638296
7,7010104.0,,7100205.0,2020,10,18,1,3,5,3,2,1,0,0,0,0,1,796440.6162,5824889.29,13.36737098,52.49341112
1,1011201.0,,1100205.0,2020,10,11,7,3,5,2,0,1,0,0,0,0,0,797473.2907,5826793.496,13.3842378,52.50991836
4,4030724.0,,4300415.0,2020,10,11,6,3,0,7,0,0,0,0,0,0,1,791051.2159,5826350.846,13.28949194,52.50941449
1,1011402.0,,1100416.0,2020,10,17,7,2,0,1,0,0,0,0,0,0,0,798683.6756,5829471.16,13.40442412,52.5332585
11,11020412.0,,11200411.0,2020,10,11,6,3,5,2,0,0,0,0,1,0,0,805043.1997,5831482.353,13.4997379,52.54776191
1,1022203.0,,1200625.0,2020,10,10,1,3,3,6,0,1,0,0,0,0,0,795145.3467,5828554.584,13.35159832,52.52696968
1,1011302.0,,1100309.0,2020,10,9,6,3,6,4,0,0,1,0,0,0,0,798055.4008,5828841.255,13.39462441,52.52795616
3,3030406.0,,3300413.0,2020,10,6,6,3,5,3,0,1,0,0,0,0,1,803233.1339,5838056.58,13.4791394,52.60769478
8,8010117.0,,8100102.0,2020,10,18,5,3,3,6,1,1,0,0,0,0,1,800483.2311,5823561.721,13.42554105,52.47930123
1,1011202.0,,1100206.0,2020,10,17,2,3,5,3,0,1,0,0,0,0,0,797496.6804,5827946.018,13.38561187,52.52023662
8,8040933.0,,8401139.0,2020,10,14,6,3,5,3,0,1,0,0,0,0,0,803004.5053,5819365.919,13.45874457,52.44030125
1,1011305.0,,1100312.0,2020,10,19,3,3,1,5,2,1,0,0,0,0,0,799395.7056,5826409.907,13.41213486,52.50542839
11,11041022.0,,11401032.0,2020,10,13,6,3,1,5,0,0,0,1,0,0,0,806578.9963,5827730.069,13.518856,52.51327129
1,1011204.0,,1100207.0,2020,10,15,5,3,3,6,0,0,0,0,0,0,1,797850.0328,5826890.475,13.38985941,52.51058209
1,1011306.0,,1100313.0,2020,10,15,2,2,5,2,0,1,0,0,0,0,0,799976.575,5826926.074,13.42113249,52.50973595
3,3050923.0,,3500934.0,2020,10,12,4,3,5,2,0,1,0,0,0,0,1,801152.3766,5831614.834,13.44265268,52.55111413
1,1022204.0,,1200626.0,2020,10,9,6,3,5,2,0,1,0,0,0,0,1,794534.095,5828200.599,13.3423007,52.52412702
1,1011304.0,,1100311.0,2020,10,0,7,3,5,2,2,0,0,0,0,0,0,799730.882,5827547.138,13.41808246,52.51543786
7,7030301.0,,7300517.0,2020,10,10,7,3,2,6,0,1,0,0,0,0,0,794297.1303,5822136.009,13.33345972,52.46988932
11,11010308.0,,11100307.0,2020,10,18,4,3,1,5,1,1,0,0,0,0,1,805110.3437,5833581.804,13.50265483,52.56654032
1,1011301.0,,1100308.0,2020,10,17,2,3,1,5,0,1,0,0,0,0,0,797094.2126,5829269.409,13.38088006,52.53231873
1,1044203.0,,1401048.0,2020,10,6,6,3,3,6,0,1,0,0,0,0,1,795480.0973,5831264.908,13.35892858,52.55108401
6,6030501.0,,6300524.0,2020,10,12,7,2,5,2,0,1,0,0,0,0,0,788843.7306,5816229.301,13.24829522,52.41984343
2,2030301.0,,2300314.0,2020,10,18,7,3,5,2,2,1,0,0,0,0,0,800115.2323,5825741.481,13.42210169,52.49904172
1,1022201.0,,1200623.0,2020,10,8,6,3,0,1,0,0,0,0,0,0,0,795225.3485,5829078.911,13.35323977,52.53162653
1,1011105.0,,1100102.0,2020,10,23,3,3,8,1,2,0,0,0,0,0,0,795776.8917,5826685.598,13.35921881,52.50987359
1,1033203.0,,1300836.0,2020,10,9,6,2,5,3,0,1,0,0,0,0,0,796933.839,5830171.544,13.3793288,52.54049274
4,4051445.0,,4500939.0,2020,10,12,5,3,5,7,0,1,0,0,0,0,1,791820.0463,5824312.842,13.29900245,52.49073332
1,1033102.0,,1300733.0,2020,10,11,3,3,5,7,0,1,0,0,0,0,0,797384.869,5831902.827,13.38750997,52.55576559
1,1033101.0,,1300732.0,2020,10,16,6,3,6,7,1,0,1,0,0,0,0,797296.7571,5832216.253,13.38649487,52.55862316
8,8010301.0,,8100312.0,2020,10,0,2,3,1,5,2,1,0,0,0,0,0,801276.4072,5824006.881,13.43758726,52.48285432
3,3040818.0,,3400828.0,2020,10,14,6,3,5,3,0,1,0,0,0,0,0,800120.8711,5831861.252,13.42770795,52.55389214
8,8010303.0,,8100314.0,2020,10,8,4,3,1,5,0,1,0,0,0,0,1,801183.6954,5823791.936,13.43603195,52.48097886
8,8020620.0,,8200624.0,2020,10,6,6,3,5,2,1,1,0,0,0,0,1,801293.4589,5820444.318,13.43462092,52.45091265
4,4041343.0,,4400834.0,2020,10,9,6,3,0,1,0,0,0,0,0,0,0,792605.6912,5821791.542,13.30832826,52.46770985
1,1022206.0,,1200628.0,2020,10,5,6,2,5,2,2,1,0,0,0,0,1,795703.6221,5828178.09,13.35946883,52.52329222
1,1033101.0,,1300732.0,2020,10,15,6,3,5,2,0,0,0,0,0,1,0,797282.6165,5832214.175,13.38628504,52.55861226
1,1011301.0,,1100308.0,2020,10,20,1,3,0,5,2,1,0,0,0,0,0,796296.6967,5829537.274,13.36939608,52.53515398
2,2020202.0,,2200208.0,2020,10,15,6,3,5,3,0,1,0,0,0,0,0,797930.1892,5825275.946,13.38959241,52.49606603
7,7050501.0,,7501029.0,2020,10,19,3,3,5,2,2,1,0,0,0,0,0,797201.975,5819542.414,13.37378942,52.44506767
2,2050803.0,,2500835.0,2020,10,14,5,3,5,2,0,1,0,0,0,0,1,803092.7981,5826031.535,13.46609503,52.49999592
1,1033203.0,,1300836.0,2020,10,12,2,3,1,5,0,1,0,0,0,0,1,796801.1438,5829979.987,13.37720684,52.53884795
1,1044201.0,,1401044.0,2020,10,16,7,3,5,7,0,1,0,0,0,0,0,796111.452,5831187.793,13.36814417,52.55004991
9,9051901.0,,9501941.0,2020,10,9,5,3,5,2,0,1,0,0,0,0,0,812047.5744,5821194.743,13.59306489,52.4516056
6,6010103.0,,6100103.0,2020,10,10,6,3,2,6,0,0,0,0,0,0,0,793802.0682,5821183.722,13.3253542,52.46161891
2,2050802.0,,2500833.0,2020,10,15,6,3,5,2,0,1,0,0,0,0,0,802065.394,5827160.95,13.45203057,52.51068857
10,10020412.0,,10200417.0,2020,10,15,3,3,5,2,0,1,0,0,0,0,0,811333.594,5831843.474,13.59254624,52.54743983
1,1044203.0,,1401049.0,2020,10,17,6,3,5,2,0,1,0,0,0,0,0,795877.3553,5831961.117,13.36539096,52.5571092
3,3061228.0,,3601245.0,2020,10,17,2,3,5,3,0,1,0,0,0,0,0,801157.9171,5831113.889,13.44227985,52.54662105
8,8010301.0,,8100310.0,2020,10,12,2,3,1,5,0,1,0,0,0,0,0,800514.4672,5824917.755,13.42722215,52.49143868
9,9041401.0,,9401431.0,2020,10,17,6,2,5,2,0,0,0,0,1,0,0,812018.4104,5820699.478,13.59217452,52.44718399
1,1044103.0,,1400942.0,2020,10,17,7,3,2,6,0,1,0,0,0,0,0,795141.6211,5831070.216,13.353778,52.54952227
1,1022202.0,,1200624.0,2020,10,11,7,3,5,2,0,1,0,0,0,0,0,795657.7853,5829732.367,13.3601775,52.53724979
11,11030721.0,,11300722.0,2020,10,9,6,2,5,3,0,1,0,0,0,0,0,803420.1456,5828617.506,13.47326009,52.5229915
2,2050804.0,,2500836.0,2020,10,15,5,3,5,3,0,0,0,1,0,0,1,803731.4886,5825285.586,13.47479488,52.49295506
9,9020701.0,,9200715.0,2020,10,18,5,3,5,3,1,1,0,0,0,0,1,809523.3773,5818331.399,13.55338731,52.42737969
11,11040926.0,,11400929.0,2020,10,14,3,3,5,2,0,1,0,0,0,0,0,804587.552,5826362.866,13.48835014,52.5021333
4,4041134.0,,4400726.0,2020,10,17,6,2,4,6,0,0,0,0,0,0,1,789777.8386,5824191.561,13.26890284,52.49073396
12,12214527.0,,12200515.0,2020,10,17,5,3,5,3,0,1,0,0,0,0,1,790440.4327,5835176.252,13.28823681,52.58885954
1,1044203.0,,1401049.0,2020,10,8,6,3,5,2,0,1,0,0,0,0,0,795969.4151,5831564.768,13.36639155,52.5535063
3,3030711.0,,3300514.0,2020,10,10,3,3,0,3,0,0,0,0,0,0,0,801175.705,5836561.353,13.44748823,52.59543694
4,4020311.0,,4200310.0,2020,10,11,5,3,5,3,0,1,0,0,0,0,1,789820.4284,5826329.183,13.2713887,52.50987558
2,2050601.0,,2500726.0,2020,10,16,5,3,3,6,0,1,0,0,0,0,1,801949.525,5829026.843,13.45202201,52.52747675
2,2020206.0,,2200213.0,2020,10,8,6,3,0,2,0,0,0,0,0,1,0,799523.8218,5824930.156,13.41268606,52.4920943
1,1011401.0,,1100415.0,2020,10,6,6,2,0,1,1,0,0,0,0,0,0,797688.3425,5829240.45,13.3895871,52.53173501
10,10020413.0,,10200420.0,2020,10,23,3,3,0,1,2,0,0,0,0,0,0,811345.0753,5830359.776,13.59132471,52.53413749
3,3030406.0,,3300412.0,2020,10,17,5,3,0,3,0,0,0,0,0,1,0,801977.5711,5838348.48,13.46092078,52.61100993
1,1044101.0,,1400938.0,2020,10,18,2,3,5,2,1,1,0,0,0,0,0,794674.7412,5831455.317,13.34725417,52.55322716
10,10020413.0,,10200418.0,2020,10,16,5,3,5,3,0,1,0,0,0,0,1,811305.5268,5831187.377,13.5915188,52.54157642
1,1022105.0,,1200521.0,2020,10,16,1,3,2,7,0,1,0,0,0,0,0,794040.55,5828328.474,13.33516011,52.52553974
2,2050801.0,,2500830.0,2020,10,18,3,3,3,6,2,1,0,0,0,0,0,802567.7095,5827388.399,13.45961644,52.51244881
1,1011202.0,,1100206.0,2020,10,15,5,3,0,1,0,0,0,0,0,0,1,797710.5505,5827790.472,13.38861543,52.51872561
4,4010101.0,,4100101.0,2020,10,14,2,2,3,5,0,1,0,0,0,0,0,790174.7283,5829359.756,13.27923884,52.53685657
1,1011303.0,,1100310.0,2020,10,18,6,2,4,2,1,1,0,0,0,0,1,798530.9623,5828072.975,13.40092411,52.52080938
1,1011301.0,,1100308.0,2020,10,10,4,3,5,2,0,1,0,0,0,0,1,797091.3342,5828086.218,13.37978058,52.52171434
12,12301203.0,,12500926.0,2020,10,15,5,2,5,3,0,1,0,0,0,0,0,793327.5874,5835646.932,13.33114948,52.5915297
5,5040934.0,,5400942.0,2020,10,14,6,3,0,1,0,0,0,0,0,0,1,783757.671,5823994.944,13.18030761,52.49213389
12,12302107.0,,12601236.0,2020,10,15,3,3,5,3,0,1,0,0,0,0,0,794352.3176,5836313.059,13.34682498,52.59694738
2,2010103.0,,2100104.0,2020,10,17,5,3,0,4,1,0,1,0,0,0,1,799080.6076,5826296.223,13.40740414,52.50458218
2,2040703.0,,2400625.0,2020,10,9,5,3,5,2,0,1,0,0,0,0,1,801467.9503,5827265.789,13.44334883,52.51195875
5,5030833.0,,5300840.0,2020,10,9,4,2,0,3,0,1,0,0,0,0,1,788058.4872,5829192.275,13.24797879,52.53647777
9,9051901.0,,9501939.0,2020,10,13,5,3,0,1,0,0,0,0,0,0,1,810823.097,5821366.002,13.57526357,52.45383791
1,1011302.0,,1100309.0,2020,10,15,4,3,5,3,0,0,0,1,0,0,1,797992.9491,5828907.572,13.39376598,52.52858474
1,1011302.0,,1100309.0,2020,10,15,5,2,1,5,0,1,0,0,0,0,1,798752.7545,5828624.686,13.40467885,52.52563322
