OBJECTID;LAND;BEZ;LOR;LOR_ab_2021;UJAHR;UMONAT;USTUNDE;UWOCHENTAG;UKATEGORIE;UART;UTYP1;ULICHTVERH;IstRad;IstPKW;IstFuss;IstKrad;IstGkfz;IstSonstige;USTRZUSTAND;LINREFX;LINREFY;XGCSWGS84;YGCSWGS84
135656;11;8;8010303;8100314;2020;1;17;2;3;6;7;2;1;0;1;0;0;0;0;801136,2378;5824078,346;13,43559394;52,4835722
135658;11;8;8010404;8100417;2020;1;15;2;3;5;7;0;0;1;0;0;0;0;0;802490,4374;5823144,147;13,45462786;52,47445045
135659;11;4;4041133;4400725;2020;1;9;4;2;0;7;0;0;1;0;0;0;0;1;790577,9879;5825065,937;13,28141733;52,49814748
135660;11;1;1033102;1300733;2020;1;15;2;3;1;5;1;1;1;0;0;0;0;1;797524,623;5831282,019;13,38900893;52,55012451
135661;11;9;9010401;9100407;2020;1;12;4;3;0;2;0;0;0;0;0;1;1;1;806287,1484;5820685,11;13,50809686;52,45029592
135662;11;3;3030405;3300411;2020;1;15;2;3;5;2;0;0;1;0;0;0;0;0;803638,4592;5838997,091;13,48596975;52,61589783
135663;11;10;10030724;10300731;2020;1;14;2;3;5;3;0;1;1;0;0;0;0;1;809638,4843;5828928,408;13,56491218;52,52228229
135665;11;4;4030725;4300416;2020;1;14;2;3;0;6;0;0;1;0;0;0;1;0;791906,0562;5826103,825;13,30183536;52,50674323
135666;11;10;10010308;10100311;2020;1;14;2;3;6;4;0;0;1;1;0;0;0;0;806489,0148;5829470,911;13,51913818;52,52892362
135668;11;10;10010310;10100315;2020;1;14;2;3;5;3;0;0;1;0;0;0;0;0;809512,2422;5831408,743;13,56536699;52,54458174
135669;11;1;1011304;1100311;2020;1;20;3;3;5;2;2;1;1;0;0;0;0;1;799584,3804;5828041,414;13,41637506;52,51994877
135670;11;1;1022104;1200519;2020;1;12;2;3;2;6;0;0;1;0;0;0;0;1;793814,7599;5828491,555;13,33198564;52,52712339
135671;11;3;3071633;3701657;2020;1;12;2;3;0;7;0;1;0;0;0;0;0;1;800363,892;5830255,116;13,42982909;52,53936201
135673;11;6;6010206;6100206;2020;1;14;3;3;5;2;0;1;1;0;0;0;0;1;794736,452;5819893,244;13,33792833;52,44954729
135674;11;8;8020620;8200725;2020;1;10;2;3;5;3;0;0;1;0;0;0;0;0;801116,217;5819585,725;13,43124676;52,44331442
135676;11;6;6020303;6200313;2020;1;9;2;3;2;2;0;0;1;0;0;0;0;0;795353,4373;5818446,57;13,34570208;52,43624574
135678;11;12;12224230;12400619;2020;1;9;2;2;5;2;0;1;1;0;0;0;0;1;787064,3837;5837764,214;13,24078429;52,61385391
135680;11;4;4030417;4300414;2020;1;8;2;3;5;2;0;1;1;0;0;0;0;0;791183,6666;5826476,677;13,29154812;52,51047188
135681;11;6;6040809;6400843;2020;1;8;2;3;6;2;1;0;1;1;0;0;0;0;791638,3098;5819636,553;13,29224547;52,44890762
135682;11;2;2020204;2200210;2020;1;8;3;3;2;6;0;0;1;0;0;0;0;1;798309,959;5825486,366;13,39535837;52,49774474
135683;11;6;6030504;6300528;2020;1;7;2;3;1;5;0;0;1;0;0;0;0;1;789905,0652;5816457,54;13,26405618;52,42132849
135684;11;2;2020203;2200209;2020;1;19;1;3;4;7;2;0;1;0;0;0;1;1;797583,5959;5824019,429;13,38337995;52,48499184
135686;11;9;9020601;9200613;2020;1;14;3;3;6;4;0;0;1;1;0;0;0;0;806432,5567;5821495,429;13,51097339;52,45747683
135687;11;1;1011302;1100309;2020;1;23;1;3;0;1;2;1;0;0;0;0;0;1;798567,3088;5828386,852;13,40173997;52,52360296
135688;11;1;2010101;2100101;2020;1;16;4;2;0;3;2;1;1;0;0;0;0;1;797047,1777;5826539,363;13,37775078;52,50787253
135689;11;7;7050505;7501134;2020;1;12;1;2;0;1;0;1;0;0;0;0;0;1;798478,6565;5819036,329;13,39206592;52,43983579
135691;11;2;2020203;2200208;2020;1;5;1;2;6;2;1;0;1;1;0;0;0;0;797837,9376;5824900,711;13,38790208;52,49275283
135692;11;1;1011203;1100206;2020;1;2;1;3;5;3;2;0;1;0;0;0;0;1;797753,8523;5827446,858;13,3889442;52,51562189
135693;11;4;4030725;4300416;2020;1;20;4;2;5;7;2;0;1;0;1;0;0;1;791874,9102;5826442,716;13,30167493;52,50979799
135694;11;1;1044102;1400939;2020;1;0;1;3;5;3;2;0;1;0;0;0;0;0;794375,0942;5831806,539;13,34315883;52,55653765
135695;11;1;1011301;1100308;2020;1;23;1;3;5;3;2;0;1;0;0;0;0;1;797545,738;5828727,833;13,38703224;52,52721788
135696;11;1;1044103;1400942;2020;1;20;1;3;2;6;2;0;1;0;0;0;0;1;794667,9957;5830853,761;13,34662112;52,54783832
135697;11;8;8010213;8100208;2020;1;18;1;3;5;3;1;1;1;0;0;0;0;0;801637,7356;5822641,53;13,4416571;52,47041694
135698;11;4;4010102;4100101;2020;1;15;1;3;2;6;2;0;1;0;0;0;0;1;793093,7295;5830242,562;13,32293196;52,5432085
135700;11;5;5010310;5100312;2020;1;13;3;3;6;7;0;0;1;1;0;0;0;0;784661,7819;5830711,042;13,19933651;52,5518799
135701;11;4;4030931;4501042;2020;1;22;7;3;6;7;2;0;1;1;0;0;0;0;794317,5983;5826061,138;13,33722646;52,50506496
135702;11;9;9020701;9200715;2020;1;6;4;3;5;2;2;0;1;0;0;0;1;1;808461,3969;5819063,976;13,53849359;52,43454484
135703;11;5;5020627;5200632;2020;1;18;7;3;2;2;2;0;1;0;0;0;0;0;785957,4825;5828011,63;13,21607124;52,52699888
135705;11;11;11030619;11300620;2020;1;18;7;3;2;6;2;0;1;0;0;0;0;1;803536,9935;5829748,635;13,47600965;52,53306446
135707;11;6;6020301;6200311;2020;1;17;7;3;5;3;2;0;1;0;0;0;0;1;795874,8985;5818149,348;13,35308756;52,43329951
135708;11;1;1044201;1401044;2020;1;17;7;3;5;3;2;1;1;0;0;0;0;1;796791,7665;5831445,735;13,37837871;52,55199183
135711;11;4;4030623;4300622;2020;1;17;7;3;5;2;2;0;1;0;0;0;0;1;793814,8632;5826695,908;13,33040118;52,51102632
135712;11;12;12214421;12200307;2020;1;16;7;3;6;2;2;0;1;1;0;0;0;1;793403,5558;5833188,578;13,3300916;52,56945112
135714;11;1;1011401;1100415;2020;1;16;7;3;2;6;2;0;1;0;0;0;0;1;797446,749;5829211,685;13,38601028;52,53160905
135715;11;12;12302107;12601236;2020;1;11;4;3;5;2;0;0;1;0;0;0;0;1;794403,3426;5836235,91;13,34750754;52,59622818
135716;11;3;3040818;3400831;2020;1;14;7;3;2;6;0;0;1;0;0;0;0;1;799290,7807;5833423,253;13,41690993;52,56834972
135717;11;1;1011301;1100308;2020;1;13;7;3;5;2;0;1;1;0;0;0;0;1;796861,9547;5828111,81;13,37643259;52,52206867
135719;11;3;3030715;3300516;2020;1;13;7;3;5;2;0;0;1;0;0;0;0;1;800620,8601;5833656,705;13,43668688;52,56970931
135721;11;1;1022101;1200517;2020;1;13;7;2;5;2;0;1;1;0;0;0;0;1;792741,964;5828277,876;13,31602915;52,52578496
135722;11;7;7060604;7601341;2020;1;10;3;3;5;2;0;0;1;0;0;0;0;0;797986,4167;5815145,759;13,38138041;52,40522918
135723;11;4;4051654;4501150;2020;1;11;7;3;0;4;0;1;0;1;0;0;0;1;793453,2439;5823892,525;13,32261791;52,48608982
135724;11;7;7060604;7601341;2020;1;14;3;3;2;6;0;0;1;0;0;0;0;1;797299,9018;5815555,119;13,37168176;52,40927192
135725;11;5;5030833;5300840;2020;1;7;7;3;0;2;1;0;1;0;1;0;0;1;789404,7597;5828682,434;13,26732852;52,53119369
135726;11;1;1011303;1100310;2020;1;3;7;3;5;3;2;0;1;0;0;0;0;1;799503,9356;5828831,548;13,41590455;52,52707528
135728;11;4;4030726;4500936;2020;1;0;7;2;5;2;2;0;1;0;0;0;1;1;792295,0628;5825364,356;13,30690143;52,49990578
135730;11;10;10030727;10300734;2020;1;12;5;3;5;3;0;1;0;0;0;0;1;1;809603,3418;5825667,561;13,56136328;52,49307963
135731;11;6;6010209;6100209;2020;1;13;6;3;2;6;0;0;1;0;0;0;0;1;794199,3142;5820914,39;13,33094695;52,45899075
135732;11;8;8010509;8100521;2020;1;19;6;3;2;6;2;0;1;0;0;0;0;1;803936,7867;5822005,527;13,47481993;52,46344235
135733;11;6;6020409;6200421;2020;1;12;6;3;0;1;0;1;0;0;0;0;0;1;793800,9423;5818453,863;13,32293653;52,43714727
135734;11;1;1044101;1400938;2020;1;16;6;3;0;3;2;0;1;0;1;0;0;1;794828,6646;5831329,215;13,34940586;52,55201347
135736;11;3;3040818;3400826;2020;1;14;3;3;1;5;0;1;1;0;0;0;0;1;798971,639;5832602,469;13,41147561;52,56116805
135737;11;8;8010303;8100314;2020;1;15;6;3;5;3;1;0;1;0;0;0;0;1;801175,9623;5823929,034;13,43604226;52,48221197
135738;11;3;3040508;3400618;2020;1;15;6;3;1;5;1;0;1;0;1;0;0;1;796518,086;5836937,007;13,37926536;52,60136373
135740;11;3;3030715;3300516;2020;1;14;3;3;2;6;0;0;1;0;0;0;1;1;800497,4472;5832614,415;13,43392739;52,56043525
135741;11;9;9051901;9501939;2020;1;15;6;3;5;2;0;0;1;0;0;0;1;1;810754,6052;5821389,62;13,57428085;52,45408851
135742;11;4;4030623;4300622;2020;1;17;4;3;0;3;2;1;0;0;1;0;0;1;793134,3237;5827447,474;13,32106415;52,51812994
135743;11;7;7010104;7100205;2020;1;14;6;3;5;3;0;0;1;0;0;0;0;1;796355,7063;5825090,36;13,36630284;52,49525963
135744;11;5;5010312;5100314;2020;1;7;3;3;5;3;1;0;1;0;0;0;0;0;784832,6751;5830264,447;13,20146706;52,54778642
135745;11;5;5010209;5100211;2020;1;13;6;2;2;6;0;0;1;0;0;0;0;1;783235,7987;5830277,76;13,17799172;52,54873843
135746;11;4;4030620;4300619;2020;1;14;6;3;2;6;0;0;1;0;0;0;0;0;792471,613;5827178,727;13,31108903;52,51607653
135747;11;9;9010401;9100407;2020;1;20;6;2;6;2;2;0;0;1;0;0;1;1;806317,2315;5820957,859;13,50878829;52,45272356
135748;11;4;4030827;4300623;2020;1;19;6;2;6;2;2;0;1;1;0;0;0;1;792282,5712;5826503,087;13,30771764;52,51012094
135750;11;6;6010206;6100206;2020;1;12;3;2;6;4;0;0;1;1;0;0;0;1;795051,9623;5819627,632;13,34232293;52,44699603
135751;11;12;12214422;12200310;2020;1;20;6;2;5;3;2;0;1;0;0;0;1;1;792335,6222;5833919,748;13,31502415;52,57658034
135752;11;7;7030301;7300515;2020;1;19;3;2;5;3;2;0;1;0;1;0;0;1;793501,7607;5822495,25;13,3221004;52,47353769
135753;11;4;4020311;4200310;2020;1;5;4;3;5;3;2;0;1;0;0;0;0;1;789699,6057;5826756,691;13,26998554;52,51377245
135754;11;2;2010104;2100106;2020;1;18;6;3;5;3;2;1;1;0;0;0;0;1;799574,9589;5825633,971;13,41406992;52,49837489
135755;11;4;4041134;4400726;2020;1;18;6;3;5;3;2;1;1;0;0;0;0;1;790852,6642;5823648,673;13,28421498;52,4852953
135756;11;5;5020523;5200527;2020;1;19;3;2;5;3;2;0;1;0;1;0;0;0;782546,4312;5827711,65;13,16567014;52,5260878
135757;11;4;4051446;4501043;2020;1;14;4;3;2;6;0;0;1;0;0;0;0;1;792836,5727;5824337,555;13,31395329;52,49041049
135758;11;8;8010214;8100209;2020;1;16;6;3;6;2;1;0;1;1;0;0;0;1;801808,5402;5821970,111;13,44355672;52,46430454
135760;11;6;6020303;6200313;2020;1;17;6;3;2;2;2;0;1;0;0;0;0;1;795349,841;5818442,785;13,34564598;52,43621375
135761;11;4;4020310;4200308;2020;1;17;6;3;6;2;2;0;1;1;0;0;0;1;789195,1732;5827534,69;13,26324921;52,52101512
135763;11;2;2030302;2300316;2020;1;17;6;2;6;2;2;0;1;1;0;0;0;1;801155,4762;5825945,326;13,43756381;52,50029578
135764;11;5;5010206;5100208;2020;1;17;6;3;6;4;2;0;1;1;0;0;0;1;782610,6427;5831004,979;13,1694157;52,5555836
135766;11;11;11040925;11400927;2020;1;16;6;3;2;2;2;1;1;0;0;0;0;1;803410,4884;5826629,225;13,47130533;52,50517636
135767;11;1;1011301;1100308;2020;1;18;3;3;0;1;2;1;0;0;0;0;0;1;797565,0545;5828635,257;13,38723329;52,52637751
135768;11;1;1011305;1100312;2020;1;7;4;3;5;3;1;1;1;0;0;0;0;1;799130,3326;5827128,65;13,40888259;52,51201644
135769;11;11;11020412;11200411;2020;1;23;6;3;5;2;2;0;1;0;0;0;0;1;805620,2672;5831776,594;13,50849248;52,55007556
135770;11;8;8010213;8100208;2020;1;22;6;3;6;4;2;1;0;1;0;0;0;1;801227,0844;5822527,678;13,4355271;52,46962304
135772;11;12;12214422;12200310;2020;1;22;6;2;6;4;2;0;1;1;0;0;0;1;792026,9163;5832941,126;13,30961972;52,56797309
135774;11;8;8020619;8200623;2020;1;21;6;3;0;2;2;0;1;1;0;0;0;1;801548,2891;5820665,824;13,43855944;52,45275757
135775;11;6;6030607;6300631;2020;1;20;6;2;5;3;2;1;1;0;0;0;0;1;791479,2838;5816159,202;13,28688045;52,41781763
135777;11;1;1033101;1300732;2020;1;20;6;2;5;3;2;1;1;0;0;0;0;1;797416,7572;5831914,516;13,38798941;52,55585295
135778;11;7;7030302;7300618;2020;1;17;3;3;5;3;2;1;1;0;0;0;0;1;794754,8266;5822325,191;13,34034536;52,47133847
135779;11;2;2050802;2500833;2020;1;21;3;3;6;4;2;0;1;1;0;0;0;1;802509,9019;5827230,74;13,4586239;52,51106778
135780;11;4;4051551;4501148;2020;1;13;6;3;5;2;0;0;1;0;0;0;0;0;793340,8062;5823072,392;13,32024515;52,47879804
135781;11;3;3061430;3601450;2020;1;13;6;3;5;3;0;0;1;0;0;0;0;0;802655,8191;5829608,088;13,46293064;52,53229475
135783;11;1;1033101;1300730;2020;1;15;2;3;5;2;0;0;1;0;0;0;0;1;796160,2119;5832270,463;13,3698271;52,5597284
135784;11;5;5020417;5200420;2020;1;12;6;3;2;6;0;0;1;0;0;0;0;1;782756,8546;5828563,323;13,16948797;52,53361509
135786;11;12;12214424;12200309;2020;1;18;4;3;5;7;2;0;1;0;1;0;0;1;793330,9425;5832799,935;13,32867961;52,5660063
135787;11;3;3061332;3601346;2020;1;12;6;3;2;1;0;0;1;0;1;0;0;0;799330,3295;5831097,361;13,4153941;52,54748012
135788;11;9;9051702;9501737;2020;1;11;6;3;5;2;0;1;1;0;0;0;0;1;814202,7274;5821333,061;13,62480513;52,45161072
135790;11;3;3040614;3400721;2020;1;10;6;3;5;3;0;1;1;0;0;0;0;1;797971,2527;5833203,942;13,39730193;52,56710778
135791;11;7;7040403;7400823;2020;1;8;3;3;6;2;0;0;1;1;0;0;0;1;797315,1229;5821550,368;13,37723705;52,46300552
135792;11;7;7030301;7300517;2020;1;1;6;3;0;1;2;1;0;0;0;0;0;0;794162,8009;5822098,505;13,33145482;52,46962546
135793;11;6;6040809;6400843;2020;1;15;5;3;6;4;1;0;1;1;0;0;0;0;791558,958;5820644,59;13,29196126;52,45798703
135795;11;3;3061126;3601140;2020;1;18;2;3;0;1;2;0;0;0;1;0;0;1;798664,7952;5831793,72;13,40623481;52,55408722
135796;11;8;8010211;8100206;2020;1;3;5;2;5;3;2;0;1;0;0;0;0;2;800439,8294;5823729,365;13,42505495;52,48082777
135797;11;2;2020204;2200210;2020;1;17;3;3;5;3;2;1;1;0;0;0;0;1;798311,2811;5825326,64;13,39523474;52,49631228
135798;11;6;6020409;6200421;2020;1;16;4;3;2;6;2;0;1;0;0;0;0;1;793820,9915;5817565,975;13,32245034;52,42917686
135799;11;4;4030620;4300619;2020;1;14;5;2;3;6;0;0;1;0;1;1;0;0;792891,8214;5827366,141;13,31742888;52,51753112
135800;11;10;10040933;10400941;2020;1;16;3;3;5;3;1;1;1;0;0;0;0;1;812641,2466;5825270,688;13,60559185;52,48779182
135801;11;1;1033101;1300730;2020;1;13;5;3;5;2;0;0;1;0;0;0;0;0;796160,2119;5832270,463;13,3698271;52,5597284
135802;11;9;9031202;9301228;2020;1;13;5;3;2;6;0;1;1;0;0;0;0;0;816867,7964;5811956,379;13,65501965;52,36605197
135803;11;4;4041342;4400833;2020;1;12;5;3;6;2;0;0;1;1;0;0;0;0;792043,7518;5822453,91;13,30065945;52,4739486
135804;11;3;3020307;3200310;2020;1;12;5;3;0;7;0;1;1;0;0;0;0;0;799960,5046;5838381,371;13,43125103;52,61242163
135805;11;2;2050601;2500726;2020;1;11;5;3;3;2;0;1;1;0;0;0;0;0;801921,8004;5828874,732;13,45147645;52,52612874
135806;11;4;4030726;4500936;2020;1;11;5;3;5;2;0;0;1;0;0;0;0;0;792285,3249;5825459,621;13,306842;52,50076503
135807;11;12;12214421;12200307;2020;1;8;5;3;0;7;0;0;1;0;0;0;0;0;793426,2185;5833335,292;13,33055482;52,57075411
135808;11;7;7070705;7601546;2020;1;8;5;3;5;3;0;0;1;0;0;0;0;0;798889,4013;5813352,802;13,39301555;52,38866514
135810;11;3;3071536;3701554;2020;1;21;2;3;8;1;2;0;0;0;1;0;0;0;798785,6901;5830200,828;13,40657964;52,539743
135811;11;7;7040401;7400720;2020;1;6;5;3;5;3;2;0;1;0;0;0;0;2;796838,3559;5822802,99;13,37135445;52,47449331
135812;11;5;5010312;5100314;2020;1;7;4;3;2;6;0;0;1;0;0;0;0;1;785097,34;5830319,76;13,2054071;52,54814389
135813;11;8;8020619;8200623;2020;1;3;5;3;5;3;2;0;1;0;0;0;0;1;801547,338;5820659,248;13,43853955;52,45269914
135815;11;7;7040403;7400824;2020;1;22;5;2;0;1;2;0;1;0;0;0;0;1;797841,4059;5822205,097;13,38554501;52,46858784
135817;11;7;7070702;7601443;2020;1;19;5;2;1;5;2;0;1;0;0;0;0;0;800451,3016;5815906,739;13,41818868;52,41070341
135818;11;2;1011304;1100311;2020;1;18;5;2;6;4;2;0;1;1;0;0;0;0;800244,091;5828415,186;13,42640619;52,52293619
135820;11;11;11040926;11400929;2020;1;18;5;3;5;3;2;0;1;0;0;0;1;0;805038,8293;5826225,467;13,49485202;52,50064978
135821;11;6;6020306;6200317;2020;1;15;3;3;5;3;1;1;1;0;0;0;0;1;795683,0819;5816891,395;13,34916213;52,42212646
135823;11;6;6010102;6100102;2020;1;17;5;2;0;6;2;0;1;0;0;0;1;0;793527,8876;5820672,535;13,3208807;52,45718363
135824;11;3;3040614;3400724;2020;1;11;4;3;5;3;0;0;1;0;0;0;0;1;800030,692;5834667,93;13,42892024;52,57909874
135825;11;1;1011105;1100102;2020;1;17;5;3;5;2;2;1;1;0;0;0;0;0;796635,518;5826670,283;13,37181979;52,50927008
135826;11;1;1033102;1300733;2020;1;15;5;3;5;3;1;1;1;0;0;0;0;0;797176,5206;5831922,721;13,38446367;52,55605764
135828;11;1;1022101;1200517;2020;1;15;5;3;2;2;0;0;1;0;0;0;0;0;793533,2148;5828161,605;13,32755617;52,52431722
135829;11;2;2030301;2300314;2020;1;7;5;1;6;4;1;0;0;1;0;0;1;0;799933,6153;5826044,674;13,41970733;52,50185921
135831;11;3;3071639;3701660;2020;1;13;4;3;6;4;0;0;1;1;0;0;0;0;800387,6409;5829060,801;13,42909883;52,52864396
135832;11;3;3040512;3400619;2020;1;11;3;2;5;3;0;1;1;0;0;0;0;1;795720,354;5834977,34;13,36577131;52,58423188
135833;11;11;11030721;11300722;2020;1;18;4;2;5;2;2;0;1;0;1;0;0;0;803688,9436;5828633,703;13,47722457;52,52298703
135834;11;6;6040806;6400840;2020;1;21;4;3;5;2;2;1;1;0;0;0;0;0;789038,304;5819709,176;13,25415726;52,45093957
135836;11;2;2010104;2100106;2020;1;13;4;1;5;2;0;1;0;0;0;1;0;1;799880,5362;5825708,867;13,41862533;52,4988784
135837;11;8;8010211;8100206;2020;1;11;4;2;5;3;0;0;1;0;0;0;0;0;800445,2321;5823706,936;13,42511406;52,48062375
135838;11;1;1044101;1400938;2020;1;3;4;3;5;2;2;0;1;0;0;0;0;1;794021,9633;5830177,867;13,33652295;52,54212844
135840;11;8;8010211;8100206;2020;1;3;4;3;5;3;2;0;1;0;0;0;0;0;800440,3061;5823727,283;13,42506007;52,48080885
135842;11;8;8020619;8200623;2020;1;2;4;3;5;3;2;0;1;0;0;0;0;0;801549,2591;5820662,845;13,43857098;52,45273033
135843;11;4;4051446;4501043;2020;1;15;3;3;6;4;1;1;0;1;0;0;0;1;792678,673;5825314,625;13,31249276;52,49925435
135844;11;3;3061332;3601346;2020;1;1;4;2;0;1;2;1;0;0;0;0;0;0;799283,2427;5830570,509;13,41422706;52,54278359
135845;11;4;4030931;4501042;2020;1;7;3;3;1;5;0;1;1;0;0;0;0;1;794437,6929;5825791,426;13,33875222;52,50258237
135849;11;1;1011302;1100309;2020;1;20;2;3;6;2;2;0;1;1;0;0;0;0;798654,8063;5828509,754;13,40313616;52,52465668
135851;11;8;8010301;8100312;2020;1;19;2;3;1;5;2;1;1;0;0;0;0;0;800829,4615;5824291,893;13,43128267;52,48565539
135853;11;6;6030503;6300526;2020;1;19;4;3;5;2;2;1;1;0;0;0;0;1;789520,39;5817749,822;13,25953386;52,43311804
135860;11;6;6020305;6200315;2020;1;18;2;2;6;4;2;0;1;1;0;0;0;1;795476,6805;5817669,862;13,34682336;52,42921645
135862;11;2;2020203;2200208;2020;1;6;4;3;5;2;2;1;1;0;0;0;0;1;797842,0201;5824926,67;13,38798524;52,49298331
135867;11;7;7040402;7400822;2020;1;15;4;3;6;4;0;0;1;1;0;0;0;0;796462,2699;5821140,583;13,36435654;52,45979551
135877;11;5;5010314;5100316;2020;1;8;4;3;0;5;0;0;0;0;0;0;1;1;784805,4172;5828910,932;13,19990576;52,53566511
135886;11;1;1011402;1100416;2020;1;8;3;3;1;5;1;1;0;0;0;0;1;1;798765,6993;5829638,008;13,40577975;52,5347091
135892;11;10;10010310;10100314;2020;1;21;5;2;9;1;2;0;0;0;0;0;1;1;808882,1525;5830203,666;13,55498479;52,53413976
135897;11;6;6030609;6300633;2020;1;9;3;2;5;2;0;0;1;0;0;0;0;1;793162,5634;5818217,988;13,3133656;52,43537526
135901;11;8;8041036;8401242;2020;1;18;2;2;5;2;2;0;1;0;1;0;0;1;804513,3181;5816073,297;13,47787614;52,40995205
135903;11;8;8041037;8401243;2020;1;15;3;3;3;6;1;0;1;0;0;0;1;1;805535,0167;5818534,205;13,49509726;52,4314391
135904;11;1;1011101;1100101;2020;1;17;4;3;1;5;2;1;1;0;0;0;0;1;794982,8128;5825966,883;13,34691531;52,5038608
135906;11;12;12103117;12100101;2020;1;15;3;3;5;2;0;0;1;0;0;0;0;0;795782,2648;5832578,061;13,36454229;52,56269115
135912;11;4;4010101;4100101;2020;1;7;3;3;6;2;2;0;1;1;0;0;0;1;790430,9832;5829171,923;13,28284224;52,53503614
135913;11;1;1044202;1401047;2020;1;18;7;3;6;2;2;0;1;1;0;0;0;0;795619,638;5830518,501;13,36031619;52,54431746
135914;11;12;12103117;12100101;2020;1;16;2;3;2;3;2;0;1;0;0;0;0;0;796376,9872;5832568,252;13,37328144;52,56227981
135915;11;9;9020602;9100409;2020;1;12;6;3;1;5;0;0;1;0;0;0;0;1;807576,8675;5820205,128;13,52657352;52,44527016
135916;11;6;6030608;6300632;2020;1;15;7;3;5;3;0;0;1;0;0;0;0;0;791788,6071;5817352,728;13,29245694;52,42835286
135917;11;11;11030618;11300617;2020;1;10;6;3;5;2;0;1;1;0;0;0;0;0;803026,08;5829186,293;13,46798797;52,52830857
135918;11;8;8010117;8100102;2020;1;7;5;3;5;2;2;1;1;0;0;0;0;0;800368,1483;5823327,176;13,42364032;52,47726221
135919;11;9;9020602;9200614;2020;1;7;2;3;5;3;2;1;1;0;0;0;0;0;808401,501;5820867,075;13,53927934;52,4507381
135920;11;2;2050802;2500833;2020;1;10;6;3;5;3;0;0;1;0;0;1;0;1;802790,3932;5827227,091;13,46274106;52,51087945
135921;11;2;2030401;2300417;2020;1;18;3;3;1;5;2;1;1;0;0;0;0;0;800370,0857;5825520,382;13,42564532;52,49691971
135922;11;6;6020410;6200422;2020;1;10;6;3;5;3;0;0;1;0;0;1;0;1;794328,9374;5816907,203;13,32931998;52,42299819
135923;11;4;4051551;4501148;2020;1;18;7;3;8;1;2;0;1;0;0;0;0;0;793112,1776;5822994,043;13,31681949;52,47821843
135924;11;2;2030301;2300314;2020;1;13;2;3;5;3;0;1;1;0;0;0;0;1;800392,9347;5826406,275;13,42677997;52,50484771
135925;11;4;4051549;4501146;2020;1;10;6;2;0;1;0;1;0;0;0;0;0;1;792364,3482;5823728,465;13,30648369;52,48520324
135926;11;5;5010314;5100316;2020;1;10;5;3;6;4;0;0;1;1;0;0;0;0;784786,7277;5828828,907;13,19956066;52,53493944
135927;11;4;4051653;4501152;2020;1;18;4;3;6;4;2;1;0;1;0;0;0;0;794032,6535;5824450,598;13,33161864;52,49078094
135928;11;6;6030610;6300634;2020;1;14;1;3;5;2;0;0;1;0;1;0;0;0;792582,617;5818208,848;13,3048509;52,43560385
135929;11;3;3061131;3601142;2020;1;9;4;3;5;2;0;1;1;0;0;0;0;0;799171,1548;5830744,106;13,41273551;52,54440117
135930;11;1;1011202;1100206;2020;1;15;2;2;5;2;0;0;1;0;1;0;0;0;798162,78;5827665,14;13,39514822;52,51735511
135931;11;5;5020419;5200423;2020;1;7;3;3;5;2;2;0;1;0;0;0;0;0;780873,2543;5828322,877;13,14158863;52,53243309
135932;11;9;9020702;9200717;2020;1;9;6;2;5;3;0;1;1;0;0;0;0;1;809600,4707;5820547,71;13,55657019;52,44719834
135933;11;9;9041401;9401431;2020;1;8;6;3;3;6;1;1;0;0;0;0;1;0;812028,5193;5820707,623;13,59233039;52,44725121
135934;11;8;8010303;8100314;2020;1;9;2;3;2;2;0;0;1;0;0;0;1;0;800363,8701;5824348,563;13,42449771;52,48641968
135935;11;6;6010101;6100101;2020;1;8;6;2;5;2;0;1;1;0;0;0;0;1;793249,8608;5820259,403;13,31643779;52,45362927
135936;11;3;3061131;3601142;2020;1;18;5;3;1;5;2;1;1;0;0;0;0;0;798311,1345;5830927,066;13,40025536;52,5465127
135937;11;4;4041344;4400835;2020;1;16;4;3;5;2;2;0;1;0;1;0;0;0;792990,1186;5822304,455;13,3144216;52,47210196
135938;11;9;9010402;9100408;2020;1;12;1;1;5;2;0;1;0;0;0;0;1;0;806625,6971;5820411,017;13,51281143;52,44764962
135939;11;8;8010301;8100311;2020;1;12;2;3;5;3;0;1;1;0;0;0;0;1;800500,1081;5824564,783;13,426693;52,48828277
135940;11;2;2010101;2100101;2020;1;8;6;3;0;1;1;0;0;0;0;0;1;1;797326,5962;5826146,106;13,38150444;52,50419521
135941;11;4;4030931;4501042;2020;1;5;7;3;0;1;2;0;0;0;0;0;1;1;794078,464;5825725,577;13,33341703;52,50218579
135942;11;10;10010310;10100314;2020;1;14;6;3;0;7;0;0;1;0;0;0;1;0;809026,4291;5830230,719;13,55713023;52,53430042
135943;11;4;4051446;4501043;2020;1;15;1;3;2;6;0;0;1;0;0;0;1;0;792832,4337;5824314,382;13,31387214;52,49020498
135944;11;1;1011202;1100206;2020;1;8;6;3;5;3;0;0;1;0;0;0;0;0;797884,3063;5828175,692;13,3915136;52,52208375
135945;11;3;3030406;3300412;2020;1;10;3;3;4;7;0;0;1;0;0;0;0;0;802111,6357;5838881;13,46338099;52,61570827
135946;11;4;4030623;4300622;2020;1;8;6;2;5;2;0;1;1;0;0;0;0;1;793857,2465;5826829,121;13,33114153;52,51219768
135947;11;8;8020625;8200730;2020;1;7;6;2;6;2;1;0;1;1;0;0;0;2;802256,3365;5818945,269;13,44739085;52,4369449
